final_drop_id	enemy_id	enemy_source	source_id	元drop_id	敵の名前	is_boss	街ID	街名	dungeon_id	ダンジョン名	敵の役割	Lv	敵の型	属性	ドロップ区分	レアドロップ品	レアドロップ種別	排他カテゴリ	ドロップタイミング	ドロップ率(%)	初回確定入手	追加初回報酬	追加初回報酬種別	効果案＿改善後カイゼンゴ	結合元	排他チェック	1体1レア割当チェック	メモ	素材ID	素材カテゴリ	素材レア度	NPC売却価格	市場取引可	主用途	B案ロール	レシピ必要数方針
563	303	モンスターマスタ	253	MAT0303	城の亡霊	0	8	魔界都市ネクロム	51	呪われた城	やや強い	145	アンデッド型	無	素材ドロップ	城の亡霊の欠片	素材	素材系	通常撃破時	28	NO			汎用武器用素材。素材市場・鍛冶屋レシピ対象。運が悪い場合は市場購入で救済可能。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	通常素材枠。レアドロップ枠とは別判定で、鍛冶屋・素材市場の主素材として扱う。	MAT0303	通常素材	N+	1070	YES	汎用武器	中級量産素材	5〜20個程度。中級武器の補助素材
564	304	モンスターマスタ	254	254	黒鎧兵	0	8	魔界都市ネクロム	51	呪われた城	レア敵	145	物理型	無	レアドロップ	黒鎧兵の刻印	刻印	印系	通常撃破時	0.8	NO			HP+235、STR+47	ドロップ定義を敵別レアドロップ割当に整形。レアドロップ表の代表情報列は混同防止のため削除。	OK	OK	通常敵は撃破時にドロップ率で判定。敵1体につきレアドロップ候補は1件のみ。								
565	304	モンスターマスタ	254	MAT0304	黒鎧兵	0	8	魔界都市ネクロム	51	呪われた城	レア敵	145	物理型	無	素材ドロップ	黒鎧兵の徽章	素材	素材系	通常撃破時	8	NO			武器用素材。素材市場・鍛冶屋レシピ対象。運が悪い場合は市場購入で救済可能。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	通常素材枠。レアドロップ枠とは別判定で、鍛冶屋・素材市場の主素材として扱う。	MAT0304	レア素材	R	2010	YES	武器	希少量産素材	3〜10個程度。高級武器の中核素材
566	305	モンスターマスタ	255	255	呪城の主	0	8	魔界都市ネクロム	51	呪われた城	最深部候補	146	アンデッド型	闇	レアドロップ	呪城の主の刻印	刻印	印系	通常撃破時	0.6	NO			STR+50、SPR+22	ドロップ定義を敵別レアドロップ割当に整形。レアドロップ表の代表情報列は混同防止のため削除。	OK	OK	通常敵は撃破時にドロップ率で判定。敵1体につきレアドロップ候補は1件のみ。								
567	305	モンスターマスタ	255	MAT0305	呪城の主	0	8	魔界都市ネクロム	51	呪われた城	最深部候補	146	アンデッド型	闇	素材ドロップ	呪城の主の黒結晶	素材	素材系	通常撃破時	12	NO			魔法武器・装飾品用素材。素材市場・鍛冶屋レシピ対象。運が悪い場合は市場購入で救済可能。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	通常素材枠。レアドロップ枠とは別判定で、鍛冶屋・素材市場の主素材として扱う。	MAT0305	準レア素材	R	2210	YES	魔法武器・装飾品	希少量産素材	3〜10個程度。高級武器の中核素材
568	306	ボスマスタ	401	MAT0306	呪城伯爵ヴラド	1	8	魔界都市ネクロム	51	呪われた城	ボス	146	状態異常型	闇	素材初回報酬	呪城伯爵ヴラドの刻印	素材	素材系	ボス初回撃破時	100	YES			レシピ解放キー・職業解放・称号用素材。初回撃破で1個だけ入手。量産素材にはしない。高難度レシピの鍵として使う。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	ボス/街最終ボスの初回撃破時に1個確定。再戦不可・量産不可の鍵素材。	MAT0306	討伐証素材	SR	0	NO	レシピ解放キー・職業解放・称号	レシピ鍵	原則1個まで。複数要求禁止
569	307	モンスターマスタ	256	256	冥界の番犬	0	8	魔界都市ネクロム	52	冥界門	雑魚	146	アンデッド型	闇	レアドロップ	冥界の番犬の護符	装飾品	武器系	通常撃破時	2	NO			HP+584、LUK+58	ドロップ定義を敵別レアドロップ割当に整形。レアドロップ表の代表情報列は混同防止のため削除。	OK	OK	通常敵は撃破時にドロップ率で判定。敵1体につきレアドロップ候補は1件のみ。								
570	307	モンスターマスタ	256	MAT0307	冥界の番犬	0	8	魔界都市ネクロム	52	冥界門	雑魚	146	アンデッド型	闇	素材ドロップ	冥界の番犬の魔核	素材	素材系	通常撃破時	35	NO			魔法武器・装飾品用素材。素材市場・鍛冶屋レシピ対象。運が悪い場合は市場購入で救済可能。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	通常素材枠。レアドロップ枠とは別判定で、鍛冶屋・素材市場の主素材として扱う。	MAT0307	通常素材	N	760	YES	魔法武器・装飾品	通常量産素材	10〜40個程度。基本武器の主素材
571	308	モンスターマスタ	257	257	門番デーモン	0	8	魔界都市ネクロム	52	冥界門	雑魚	147	物理型	無	レアドロップ	門番デーモンの印	印	印系	通常撃破時	1.2	NO			HP+145、STR+29	ドロップ定義を敵別レアドロップ割当に整形。レアドロップ表の代表情報列は混同防止のため削除。	OK	OK	通常敵は撃破時にドロップ率で判定。敵1体につきレアドロップ候補は1件のみ。								
572	308	モンスターマスタ	257	MAT0308	門番デーモン	0	8	魔界都市ネクロム	52	冥界門	雑魚	147	物理型	無	素材ドロップ	門番デーモンの魔核	素材	素材系	通常撃破時	35	NO			武器用素材。素材市場・鍛冶屋レシピ対象。運が悪い場合は市場購入で救済可能。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	通常素材枠。レアドロップ枠とは別判定で、鍛冶屋・素材市場の主素材として扱う。	MAT0308	通常素材	N	800	YES	武器	通常量産素材	10〜40個程度。基本武器の主素材
573	309	モンスターマスタ	258	258	魂の群れ	0	8	魔界都市ネクロム	52	冥界門	やや強い	148	標準型	無	レアドロップ	魂の群れの印	印	印系	通常撃破時	1	NO			HP+192、STR+14、DEF+14	ドロップ定義を敵別レアドロップ割当に整形。レアドロップ表の代表情報列は混同防止のため削除。	OK	OK	通常敵は撃破時にドロップ率で判定。敵1体につきレアドロップ候補は1件のみ。								
574	309	モンスターマスタ	258	MAT0309	魂の群れ	0	8	魔界都市ネクロム	52	冥界門	やや強い	148	標準型	無	素材ドロップ	魂の群れの欠片	素材	素材系	通常撃破時	28	NO			汎用武器用素材。素材市場・鍛冶屋レシピ対象。運が悪い場合は市場購入で救済可能。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	通常素材枠。レアドロップ枠とは別判定で、鍛冶屋・素材市場の主素材として扱う。	MAT0309	通常素材	N+	1100	YES	汎用武器	中級量産素材	5〜20個程度。中級武器の補助素材
575	310	モンスターマスタ	259	259	闇スライム	0	8	魔界都市ネクロム	52	冥界門	レア敵	148	耐久型	闇	レアドロップ	闇スライムの刻印	刻印	印系	通常撃破時	0.8	NO			HP+480、DEF+48	ドロップ定義を敵別レアドロップ割当に整形。レアドロップ表の代表情報列は混同防止のため削除。	OK	OK	通常敵は撃破時にドロップ率で判定。敵1体につきレアドロップ候補は1件のみ。								
576	310	モンスターマスタ	259	MAT0310	闇スライム	0	8	魔界都市ネクロム	52	冥界門	レア敵	148	耐久型	闇	素材ドロップ	闇スライムの粘液	素材	素材系	通常撃破時	8	NO			防具用素材。素材市場・鍛冶屋レシピ対象。運が悪い場合は市場購入で救済可能。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	通常素材枠。レアドロップ枠とは別判定で、鍛冶屋・素材市場の主素材として扱う。	MAT0310	レア素材	R	2065	YES	防具	希少量産素材	3〜10個程度。高級武器の中核素材
577	311	モンスターマスタ	260	260	冥界門の守護者	0	8	魔界都市ネクロム	52	冥界門	最深部候補	149	重装型	闇	レアドロップ	冥界門の守護者の刻印	刻印	印系	通常撃破時	0.6	NO			HP+408、DEF+51、SPR+15	ドロップ定義を敵別レアドロップ割当に整形。レアドロップ表の代表情報列は混同防止のため削除。	OK	OK	通常敵は撃破時にドロップ率で判定。敵1体につきレアドロップ候補は1件のみ。								
578	311	モンスターマスタ	260	MAT0311	冥界門の守護者	0	8	魔界都市ネクロム	52	冥界門	最深部候補	149	重装型	闇	素材ドロップ	冥界門の守護者の魔核	素材	素材系	通常撃破時	12	NO			魔法武器・装飾品用素材。素材市場・鍛冶屋レシピ対象。運が悪い場合は市場購入で救済可能。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	通常素材枠。レアドロップ枠とは別判定で、鍛冶屋・素材市場の主素材として扱う。	MAT0311	準レア素材	R	2270	YES	魔法武器・装飾品	希少量産素材	3〜10個程度。高級武器の中核素材
579	312	ボスマスタ	402	MAT0312	冥界門番ケルベロス	1	8	魔界都市ネクロム	52	冥界門	ボス	149	状態異常型	闇	素材初回報酬	冥界門番ケルベロスの刻印	素材	素材系	ボス初回撃破時	100	YES			レシピ解放キー・職業解放・称号用素材。初回撃破で1個だけ入手。量産素材にはしない。高難度レシピの鍵として使う。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	ボス/街最終ボスの初回撃破時に1個確定。再戦不可・量産不可の鍵素材。	MAT0312	討伐証素材	SR	0	NO	レシピ解放キー・職業解放・称号	レシピ鍵	原則1個まで。複数要求禁止
580	313	モンスターマスタ	261	261	神殿兵	0	8	魔界都市ネクロム	53	悪魔神殿	雑魚	149	物理型	光	レアドロップ	神殿兵の武器	武器	武器系	通常撃破時	2	NO			STR+298	ドロップ定義を敵別レアドロップ割当に整形。レアドロップ表の代表情報列は混同防止のため削除。	OK	OK	通常敵は撃破時にドロップ率で判定。敵1体につきレアドロップ候補は1件のみ。								
581	313	モンスターマスタ	261	MAT0313	神殿兵	0	8	魔界都市ネクロム	53	悪魔神殿	雑魚	149	物理型	光	素材ドロップ	古びた神殿兵の徽章	素材	素材系	通常撃破時	35	NO			武器用素材。素材市場・鍛冶屋レシピ対象。運が悪い場合は市場購入で救済可能。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	通常素材枠。レアドロップ枠とは別判定で、鍛冶屋・素材市場の主素材として扱う。	MAT0313	通常素材	N	780	YES	武器	通常量産素材	10〜40個程度。基本武器の主素材
582	314	モンスターマスタ	262	262	封印の守護者	0	8	魔界都市ネクロム	53	悪魔神殿	雑魚	150	重装型	光	レアドロップ	悪魔封印守護者の鎧	防具	武器系	通常撃破時	2	NO			HP+210、DEF+122、SPR+34	ドロップ定義を敵別レアドロップ割当に整形。レアドロップ表の代表情報列は混同防止のため削除。	OK	OK	地域別防具に分割済み。旧名: 封印の守護者の鎧 / 基準: 魔界都市ネクロム・悪魔神殿 Lv150								
583	314	モンスターマスタ	262	MAT0314	封印の守護者	0	8	魔界都市ネクロム	53	悪魔神殿	雑魚	150	重装型	光	素材ドロップ	古びた封印の守護者の聖片	素材	素材系	通常撃破時	35	NO			魔法武器・装飾品用素材。素材市場・鍛冶屋レシピ対象。運が悪い場合は市場購入で救済可能。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	通常素材枠。レアドロップ枠とは別判定で、鍛冶屋・素材市場の主素材として扱う。	MAT0314	通常素材	N	820	YES	魔法武器・装飾品	通常量産素材	10〜40個程度。基本武器の主素材
584	315	モンスターマスタ	263	263	祭壇スライム	0	8	魔界都市ネクロム	53	悪魔神殿	やや強い	151	耐久型	光	レアドロップ	祭壇スライムの刻印	刻印	印系	通常撃破時	1	NO			HP+450、DEF+45	ドロップ定義を敵別レアドロップ割当に整形。レアドロップ表の代表情報列は混同防止のため削除。	OK	OK	通常敵は撃破時にドロップ率で判定。敵1体につきレアドロップ候補は1件のみ。								
585	315	モンスターマスタ	263	MAT0315	祭壇スライム	0	8	魔界都市ネクロム	53	悪魔神殿	やや強い	151	耐久型	光	素材ドロップ	古びた祭壇スライムの粘液	素材	素材系	通常撃破時	28	NO			防具用素材。素材市場・鍛冶屋レシピ対象。運が悪い場合は市場購入で救済可能。	素材マスタ	OK（レア枠とは別枠）	対象外（素材）	通常素材枠。レアドロップ枠とは別判定で、鍛冶屋・素材市場の主素材として扱う。	MAT0315	通常素材	N+	1130	YES	防具	中級量産素材	5〜20個程度。中級武器の補助素材
